data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1355933,562,NIR596,596,16-Feb-18,2018,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,Maine Soroa,Maine Soroa,Malam Boulamari,13.2054,12.2347,1,Menastream,Other,"On February 16, presumed Boko Haram militants abducted three civilians in Malam Boulamari. They escaped on 1 March.",0,1524053822,NER
1356912,562,NIR584,584,11-Feb-18,2018,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,Agence France Presse,International,Several thousand people took to the streets of Niamey calling on the government to revoke the 2018 finance law.,0,1524053823,NER
1359787,562,NIR583,583,29-Jan-18,2018,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-) Gendarmerie,,1,12,Western Africa,Niger,Diffa,Diffa,Komadougou,Shatimari,13.2064,12.4217,1,Menastream,Other-subnational,"ISWAP attacked an outpost in the area of Chetimari, Diffa Region, killing two Nigerien national guards and a child.",3,1524053825,NER
1360021,562,NIR582,582,28-Jan-18,2018,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,Xinhua,International,People went to the street to protest the Finance Act.,0,1524053825,NER
1745478,562,NIR581,581,25-Jan-18,2018,1,Battle-No change of territory,Unidentified Communal Militia (Niger),Farmers (Niger),4,Unidentified Communal Militia (Niger),Herders (Niger),4,44,Western Africa,Niger,Diffa,Diffa,Diffa,Kolokoura,13.2806,12.6676,1,Xinhua,International,"At least three people were killed and two others wounded in clashes between farmers and herders, on Thursday night in Koulo Koura, a commune in Diffa. According to other witnesses, more than twenty houses and vehicles were burned.",3,1536004223,NER
1361071,562,NIR580,580,23-Jan-18,2018,1,Battle-No change of territory,Unidentified Armed Group (Niger),,3,Military Forces of Niger (2011-) Gendarmerie,,1,13,Western Africa,Niger,Tillabery,Say,Torodi,Kokoloukou,13.2668,1.0284,1,Menastream,Subnational,"Gendarmerie patrol attacked by unknown gunmen overnight around 1h in the area of Kokoloukou, Say Department, Tillaberi Region near the Burkina Faso border. 2 gendarmes killed and 7 wounded",2,1524053826,NER
1362342,562,NIR579,579,17-Jan-18,2018,1,Battle-No change of territory,Military Forces of Niger (2011-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Niger,Diffa,Toumour,Toumour,Toumour,13.6669,13.1198,1,AFP,International,At least seven Niger soldiers were killed and more than a dozen others wounded this week in an attack by suspected Boko Haram militants in the country's southeast.,7,1524053827,NER
1363039,562,NIR578,578,14-Jan-18,2018,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,AFP,International,"About 1,500 people, according to the authorities, and several thousand, according to the organizers, demonstrated Sunday in Niamey and in other cities of the country against the law of finances 2018 that they consider ""antisocial"".",0,1524053828,NER
1365245,562,NIR577,577,4-Jan-18,2018,1,Riots/Protests,Protesters (Niger),SYNACEB: National Union of Contract Agents and Basic Education Officers,6,,,0,60,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,RFI,Regional,"Nigerian contract teachers, who are not yet integrated into the civil service, organized a sit-in in front of the offices of the Ministry of the Civil Service. They were not received by the minister and no departmental official came to meet them.",0,1524053830,NER
1366085,562,NIR576,576,31-Dec-17,2017,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,AFP,International,"Several thousand people demonstrated in Niamey against the 2018 finance law that they deem ""antisocial""",0,1524053831,NER
1367708,562,NIR575,575,22-Dec-17,2017,1,Riots/Protests,Protesters (Niger),,6,Police Forces of Niger (2011-),,1,16,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,RFI,International,"Nigerian police were deployed in Niamey on Friday (December 22nd) to prevent sympathizers of a civil society collective from gathering. They wanted to demonstrate against the 2018 Finance Act, as they had already done at the end of October, but were finally unable to march because the police dispersed the few protesters who were starting meet early in the morning.",0,1524053832,NER
1369237,562,NIR574,574,12-Dec-17,2017,1,Riots/Protests,Protesters (Niger),Students (Niger),6,,,0,60,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,RFI,International,"Thousands of students demonstrated in the streets of Niamey, Niger to demand the payment of their scholarships, better living conditions on campus and, above all, justice for their comrade killed during violence on campus.",0,1524053833,NER
1745477,562,NIR572,572,21-Nov-17,2017,1,Battle-No change of territory,Unidentified Communal Militia (Niger),Farmers (Niger),4,Unidentified Communal Militia (Niger),Herders (Niger),4,44,Western Africa,Niger,Maradi,Madarounfa,Mjiratawa,Maradi,13.5,7.1017,2,AFP,International,"At least three people were killed Tuesday in clashes between farmers and herders in southern Niger. According to a ""provisional assessment"", these clashes in a hamlet in the region of Maradi (south) caused ""three deaths, including a village chief"", ""twelve people missing"" and 24 arrested, said the radio .",3,1536004223,NER
1859729,562,NIR571,571,20-Nov-17,2017,1,Strategic development,Unidentified Armed Group (Niger),,3,Civilians (Niger),Journalists (Niger),7,37,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,AFP,International,"Looting: Several carriages of the group of radio and private television Bonfereye, were ransacked in the night of Monday to Tuesday by an unknown group.",0,1537223010,NER
1375574,562,NIR570,570,6-Nov-17,2017,1,Strategic development,Unidentified Armed Group (Niger),,3,Civilians (Mali),,7,37,Western Africa,Niger,Tillabery,Tillabery,Sinder,Diambala,14.3138,1.2997,1,Studio Kalangou,Regional,Looting: Health centre was attacked and looted. 2 motorcycles and 5 phones seized.,0,1524053839,NER
1376425,562,NIR569,569,2-Nov-17,2017,1,Strategic development,Unidentified Armed Group (Niger),,3,,,0,30,Western Africa,Niger,Tillabery,Tillabery,Dolbel,Dolbel,14.6119,0.2765,1,Menastream,Subnational,Looting: Last night 3 armed men attacked a gas station in Dolbel.,0,1524053839,NER
1377260,562,NIR568,568,29-Oct-17,2017,1,Riots/Protests,Rioters (Niger),MODEM: Nigerian Democratic Movement for an African Federation,5,Police Forces of Niger (2011-),,1,15,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,AFP,International,"Twenty-three police were hurt and a police station was set on fire in demonstrations against financial reforms late Sunday in the Niger capital of Niamey. The Nigerien Democratic Movement, or Modem, were accused of being behind the protests and of being ""tempted"" by the ""insurrectional model"" in neighbouring Burkina Faso to gain power.",0,1524053840,NER
1377652,562,NIR567,567,27-Oct-17,2017,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,Diffa,Gueskerou,Gueskerou,13.4868,12.8497,1,Xinhua,International,A teacher was killed by Boko Haram men.,1,1524053841,NER
1378945,562,NIR565,565,21-Oct-17,2017,1,Battle-No change of territory,Unidentified Armed Group (Niger),,3,Military Forces of Niger (2011-) Gendarmerie,,1,13,Western Africa,Niger,Tillabery,Tillabery,Ayorou,Ayorou,14.7326,0.9109,1,Menastream,Subnational,"Gendarmerie camp in Ayorou attacked: vehicles also seized as ""spoils of war"", 13 gendarmes killed and 5 wounded.",13,1524053842,NER
1378946,562,NIR566,566,21-Oct-17,2017,1,Battle-No change of territory,Islamic State (Greater Sahara),,2,Military Forces of Niger (2011-) Gendarmerie,,1,12,Western Africa,Niger,Tillabery,Tillabery,Ayorou,Ayorou,14.7326,0.9109,1,Voice of America; Alakhbar,Regional-international,"Authorities in Niger say at least a dozen paramilitary police have been killed in an attack. Reports said the attackers were heavily armed with guns and rocket launchers. They arrived in five vehicles to launch their ambush on a gendarmes base. The attackers left when Nigerien military reinforcements showed up. Updated toll: 13 dead, 5 wounded (Official Statement).",13,1524053842,NER
1859728,562,NIR564,564,21-Oct-17,2017,1,Battle-No change of territory,Unidentified Armed Group (Niger),,3,Military Forces of Niger (2011-) Gendarmerie,,1,13,Western Africa,Niger,Tillabery,Tillabery,Ayorou,In-Ates,15.2275,1.3135,1,Menastream,Subnational,"Fighting between Nigerien forces and the attackers is now reported in the area of In-Ates, on the border with Mali.",0,1537223010,NER
1380743,562,NIR563,563,12-Oct-17,2017,1,Strategic development,Unidentified Armed Group (Niger),,3,Civilians (Niger),,7,37,Western Africa,Niger,Tillabery,Tera,Gorouol,Kolman,14.7613,0.6381,1,Menastream,Subnational,"Looting: The weekly market in Kolmane, Tillaberi Region attacked and looted by a group of gunmen aboard motorbikes",0,1524053843,NER
1382048,562,NIR562,562,5-Oct-17,2017,2,Battle-No change of territory,Military Forces of France,,8,Unidentified Armed Group (Niger),,3,38,Western Africa,Niger,Tillabery,Tillabery,Sinder,Tillabery,14.2117,1.4531,2,Maghreb Emergent,Regional,French forces declared that a military operation targeting the perpetrators of 04/10 attack is ongoing.,0,1524053844,NER
1382193,562,NIR561,561,4-Oct-17,2017,1,Battle-No change of territory,Islamic State (Greater Sahara),,2,Military Forces of Niger (2011-),Military Forces of the United States,1,12,Western Africa,Niger,Tillabery,Ouallam,Tondikiwindi,Tongo Tongo,15.0522,1.8318,1,Menastream,Subnational,"Nigerien & US troops reportedly killed in ambush by presumed ""ISGS"" following attack on village Tongo Tongo: 4 US soldiers & 4 Nigerien soldiers killed; 2 US soldiers & 8 Nigerien soldiers wounded",8,1524053845,NER
1384354,562,NIR560,560,24-Sep-17,2017,1,Battle-No change of territory,Unidentified Armed Group (Niger),,3,Police Forces of Niger (2011-),Military Forces of Niger (2011-) Gendarmerie,1,13,Western Africa,Niger,Agadez,Tchighozerine,ZR Tchirozerine,Assamakka,19.3667,5.8,1,Menastream,Subnational,"3 Nigerian policemen, 1 gendarme and 1 civilian killed in attack on checkpoint in Assamakka, Arlit near Algerian border.",5,1524053846,NER
1384560,562,NIR559,559,23-Sep-17,2017,1,Battle-No change of territory,Unidentified Armed Group (Niger),,3,Police Forces of Niger (2011-),Military Forces of Niger (2011-) Gendarmerie,1,13,Western Africa,Niger,Agadez,Tchighozerine,ZR Tchirozerine,Assamakka,19.3667,5.8,1,Menastream,Subnational,"Attack on checkpoint in Assamakka, Arlit. 4 dead in the ranks of security forces and 1 civilian.",5,1524053847,NER
1387960,562,NIR558,558,6-Sep-17,2017,1,Violence against civilians,Unidentified Armed Group (Niger),,3,Civilians (Mali),,7,37,Western Africa,Niger,Tillabery,Tillabery,Ayorou,Ayorou,14.7326,0.9109,1,Issalan,National,"An armed group plundered refugees' shops in Tabaraybaray, 6 km from Ayorou. One refugee wounded.",0,1524053850,NER
1388278,562,NIR557,557,4-Sep-17,2017,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,NGuigmi,N Guigmi,N Guigmi,14.2495,13.1092,1,Xinhua,International,A child was kidnapped by Boko Haram men.,0,1524053850,NER
1388612,562,NIR556,556,2-Sep-17,2017,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,NGuigmi,N Guigmi,Koutou,14.2808,13.1988,1,Xinhua,International,"Boko Haram men attempted to kidnap 4 people from Koutou village: three managed to escape, one died.",1,1524053850,NER
1389385,562,NIR555,555,28-Aug-17,2017,1,Violence against civilians,Unidentified Armed Group (Niger),,3,Civilians (Niger),,7,37,Western Africa,Niger,Tillabery,Tera,Tera,Bankilare,14.5792,0.7222,2,Issalan,National,Armed men attacked the village of Intorgua. Casualty toll unknown.,0,1524053851,NER
1390989,562,NIR553,553,20-Aug-17,2017,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,Diffa,Baroua Gana,Baroua Gana,13.9091,13.1437,2,Maghreb Emergent,Regional,40 dead (39 terrorists and 1 solider) reported in a military operation overtaken by Niger forces against Boko Haram.,20,1524053852,NER
1391181,562,NIR552,552,19-Aug-17,2017,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,Diffa,Baroua Gana,Baroua Gana,13.9091,13.1437,2,Maghreb Emergent,Regional,40 dead (39 terrorists and 1 solider) reported in a military operation overtaken by Niger forces against Boko Haram.,20,1524053852,NER
1392153,562,NIR551,551,14-Aug-17,2017,1,Battle-No change of territory,Unidentified Armed Group (Niger),,3,Military Forces of Niger (2011-),,1,13,Western Africa,Niger,Agadez,Bilma,Kawar,Dirkou,18.98,12.85,2,MENASTREAM,Subnational,4 Nigerien soldiers killed & 5 severely wounded under unclear circumstances in plain desert between Dirkou & Seguedine,4,1524053853,NER
1396190,562,NIR550,550,25-Jul-17,2017,1,Remote violence,Military Forces of Niger (2011-),,1,Civilians (Niger),,7,17,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,3,UNHCR,Other,Two people were accidentally killed by missile fired by the Niger army in Diffa.,2,1524053857,NER
1397016,562,NIR549,549,21-Jul-17,2017,1,Violence against civilians,Unidentified Armed Group (Niger),,3,Civilians (Niger),,7,37,Western Africa,Niger,Diffa,Diffa,Diffa,Ngarwa-Koura,13.379,12.7569,1,UNHCR,Other,Suspected insurgents (not named) reportedly tortured and robbed people at Ngarwa village in Diffa on the 21st of July.,0,1524053857,NER
1398293,562,NIR546,546,15-Jul-17,2017,3,Violence against civilians,Unidentified Armed Group (Niger),,3,Civilians (Niger),,7,37,Western Africa,Niger,Diffa,Diffa,Bosso,Dagaya,13.5518,13.0635,1,UNHCR,Other,"Suspected insurgents (not names) killed five people and burnt down houses in Dagaya, Diffa region, in July.",5,1524053858,NER
1398294,562,NIR547,547,15-Jul-17,2017,3,Violence against civilians,Unidentified Armed Group (Niger),,3,Civilians (Nigeria),Refugees/IDPs (Nigeria),7,37,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,3,UNHCR,Other,Suspected insurgents (not named) abducted a Nigerian refugee in July. She was later released for ransom in Elhadji Mainari in Diffa.,0,1524053858,NER
1745476,562,NIR548,548,15-Jul-17,2017,3,Violence against civilians,Unidentified Armed Group (Niger),,3,Civilians (Niger),Herders (Niger),7,37,Western Africa,Niger,Diffa,NGuigmi,N Guigmi,N Guigmi,14.2495,13.1092,1,UNHCR,Other,Suspected insurgents (not named) killed a herder in Nuigmi in Diffa and robbed 200 livestock of his herd in July.,1,1536004223,NER
1399844,562,NIR545,545,6-Jul-17,2017,1,Remote violence,Military Forces of Niger (2011-),,1,Civilians (Niger),Civilians (Nigeria),7,17,Western Africa,Niger,Diffa,Diffa,Bosso,Abadam,13.6265,13.2516,1,AFP; International Crisis Group,Other-international,"An air strike by Niger's army has killed 14 displaced people (two Nigeriens and 12 Nigerians) who were mistaken for jihadists in the restive southeast where Boko Haram Islamists have staged regular attacks, regional officials said Thursday.The victims were farmers who had fled the area around the village of Abadam on the Nigerian border due to the raging insurgency. They were killed in an air strike Wednesday as they returned to check on their crops, officials said.",14,1524053860,NER
1400037,562,NIR544,544,5-Jul-17,2017,1,Battle-No change of territory,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Niger (2011-),Military Forces of France,1,12,Western Africa,Niger,Tahoua,Tchin-Tabarade,ZR Tchin-Tabaraden,Midal,16.9172,4.4544,1,MENASTREAM,Subnational,"An army patrol was attacked this morning in Midal, Tahoua Region, near the Malian border. Barkhane aircrafts intervened. Provisional toll: 5 dead in the ranks of Niger security forces, vehicles & materiel seized, 1 vehicle recovered by Barkhane and Niger forces.",5,1524053860,NER
1400683,562,NIR543,543,2-Jul-17,2017,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Niger),,7,27,Western Africa,Niger,Diffa,NGuigmi,Kabelawa,Nglea,14.0163,13.0252,1,AFP; International Crisis Group; RFI,Other-international,Boko Haram jihadists have kidnapped 39 women and slit the throats of nine other people at Nglea village in southeastern Niger.,7,1524053860,NER
1401490,562,NIR542,542,28-Jun-17,2017,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),Refugees/IDPs (Nigeria),7,27,Western Africa,Niger,Diffa,NGuigmi,ZR N Guigmi,Kabalewa,13.9859,12.9781,1,AFP; Maghreb Emergent,Regional-international,A suicide attack by two women suspected to belong to BH killed three Nigerian refugees in the UN refugee camp for Nigerians of Kabalewa. 11 were wounded. The camp will be transfered to Sayam on Monday.,5,1524053861,NER
1406488,562,NIR541,541,31-May-17,2017,1,Battle-No change of territory,Unidentified Armed Group (Niger),,3,Military Forces of Niger (2011-) Gendarmerie,,1,13,Western Africa,Niger,Tillabery,Filingue,Abala,Abala,14.9369,3.4336,1,MENASTREAM,Subnational,"The gendarmerie in Abala was attacked by unknown gunmen on vehicles seized during the Ayorou attack. Reports indicate 8 dead in the ranks of gendarmes and National Guards, in addition to several wounded and 2 vehicles seized. The aggressors were pursued and blocked by the army not far from the Malian border.",8,1524053865,NER
1407245,562,NIR540,540,27-May-17,2017,1,Battle-No change of territory,Unidentified Armed Group (Niger),,3,Police Forces of Niger (2011-),,1,13,Western Africa,Niger,Tillabery,Tera,Tera,Petel Kole,13.9931,0.4199,1,MENASTREAM,Subnational,"Two Nigerian policemen, 1 civilian killed, 3 wounded amidst attack last night at 21h on police station in Petelkole on the border with Burkina Faso",3,1524053866,NER
1410241,562,NIR539,539,11-May-17,2017,1,Battle-No change of territory,Unidentified Armed Group (Niger),,3,Military Forces of Niger (2011-) Gendarmerie,,1,13,Western Africa,Niger,Tillabery,Tillabery,Ayorou,Ayorou,14.7326,0.9109,1,MENASTREAM,Subnational,The gendarmerie camp in Ayorou attacked by unknown gunmen around 17h: 5 injured and 5 vehicles seized reported,0,1524053869,NER
1410440,562,NIR538,538,10-May-17,2017,1,Riots/Protests,Protesters (Niger),,6,Police Forces of Niger (2011-),,1,16,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,AFP,International,Protesters went down the street to complain about the bad governance and the lack of electric power. Police used teargas to disperse the crowd.,0,1524053869,NER
1412262,562,NIR537,537,30-Apr-17,2017,1,Battle-No change of territory,Unidentified Armed Group (Niger),,3,Military Forces of Niger (2011-) Gendarmerie,,1,13,Western Africa,Niger,Tillabery,Tera,Kokoro,Foneko,14.2058,0.7438,1,MENASTREAM; Niamey et le deux jours,Subnational,"Unknown armed men opened fire on the military post. Two gendarmes dead and one civilian wounded. Ammunitions, weapons and two motos were stolen.",2,1524053870,NER
1412619,562,NIR536,536,28-Apr-17,2017,1,Battle-No change of territory,Military Forces of Niger (2011-),,1,Unidentified Armed Group (Niger),,3,13,Western Africa,Niger,Agadez,Tchighozerine,ZR Tchirozerine,Ighayen,16.4397,7.9731,1,MENASTREAM,Subnational,Clashes were reported between unidentified drug traffickers and a military patrol in the Ighayen area near Agadez. One of the drug traffickers was killed and a vehicle was destroyed. Militant groups across the Sahel often use drugs to fund their activities.,1,1524053870,NER
1415387,562,NIR535,535,15-Apr-17,2017,1,Riots/Protests,Protesters (Niger),Students (Niger),6,Police Forces of Niger (2011-),,1,16,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,Deutsche Welle,International,Persistent mass protests have been reported throughout the week by the students in Niamey.,0,1524053873,NER
1415853,562,NIR534,534,12-Apr-17,2017,2,Riots/Protests,Rioters (Niger),Students (Niger),5,Police Forces of Niger (2011-),,1,15,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,RFI,International,Sporadic clashes have been reported between police and students in Niamey following violent protests on Apr.10.,0,1524053873,NER
1416254,562,NIR533,533,10-Apr-17,2017,1,Riots/Protests,Rioters (Niger),Students (Niger),5,Police Forces of Niger (2011-),,1,15,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,AFP -- English; RFI; AFP,International,"Violent protests took place at the University of Niamey campus including clashes between students and police which led to at least one student killed and over 100 injured (88 protesters, 21 police). As many as 313 people were arrested out of the more than 20,000 students reported to have participated in the protests. The students reportedly blocked traffic and built barricades, and threw stones while the police used tear gas. The protesters were demanding better living/studying conditions.",1,1524053873,NER
1416474,562,NIR532,532,9-Apr-17,2017,1,Battle-No change of territory,Military Forces of Niger (2011-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Niger,Diffa,Diffa,Gueskerou,Gueskerou,13.4868,12.8497,1,MENASTREAM; Xinhua News Agency - French,Subnational-international,Military forces in Niger claim they have killed 57 Boko Haram fighters while 15 soldiers and 2 civilians were lightly wounded in Gueskerou in the Diffa region. The Boko Haram fighters had attacked an army position in the area resulting in the clash.,57,1524053874,NER
1418596,562,NIR529,529,29-Mar-17,2017,1,Battle-No change of territory,Military Forces of Niger (2011-),Military Forces of Chad (1990-),1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,2,Xinhua News Agency - French,International,"A Nigerien soldier and 3 suspected Boko Haram militants were killed, while 11 others were injured, in an ambush by the militants against a Niger/Chad joint military patrol in the Bosso area.",4,1524053875,NER
1423199,562,NIR527,527,6-Mar-17,2017,1,Battle-No change of territory,Islamist Militia (Niger),,3,Military Forces of Niger (2011-) Gendarmerie,,1,13,Western Africa,Niger,Tillabery,Tera,Tera,Bankilare,14.5792,0.7222,2,MENASTREAM,Subnational,7 people were killed and 4 gendarmes wounded in an attack by suspected Islamist militants on Wanzarbe in the Bankilare area.,7,1524053879,NER
1423198,562,NIR526,526,6-Mar-17,2017,1,Battle-No change of territory,Military Forces of Niger (2011-),,1,Islamist Militia (Niger),,3,13,Western Africa,Niger,Tillabery,Tillabery,Dolbel,Dolbel,14.6119,0.2765,1,Infowakat.net,National,Nigerien security forces were attacked by suspected Islamist militants in the Dolbel area.,0,1524053879,NER
1423404,562,NIR525,525,5-Mar-17,2017,1,Battle-No change of territory,Military Forces of Niger (2011-) Gendarmerie,,1,JNIM: Group for Support of Islam and Muslims,,2,12,Western Africa,Niger,Tillabery,Tillabery,Sinder,Tillabery,14.2117,1.4531,2,RFI; Maghreb Emergent (French),National-international,5 gendarmes were killed in an attack by AQM militants in the Tillaberi region.,5,1524053879,NER
1423607,562,NIR524,524,4-Mar-17,2017,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,AFP -- English,International,Thousands of people marched in Niamey to protest against the government. They called for improved living conditions and the release of political prisoners. The march was called by an alliance of 11 opposition groups.,0,1524053879,NER
1423807,562,NIR523,523,3-Mar-17,2017,1,Battle-No change of territory,Military Forces of Niger (2011-),,1,Police Forces of Niger (2011-),,1,11,Western Africa,Niger,Dosso,Dosso,Dosso,Dosso,13.049,3.1937,1,AFP,International,"A soldier was killed and 7 others injured, including 3 soldiers and 4 police, in a confrontation between soldiers and police in Dosso. The altercation started after police stopped a military vehicle for their driving.",1,1524053880,NER
1424534,562,NIR522,522,27-Feb-17,2017,1,Battle-No change of territory,Military Forces of Niger (2011-),,1,Unidentified Armed Group (Niger),,3,13,Western Africa,Niger,Agadez,Tchighozerine,ZR Tchirozerine,Agadez,16.97,7.99,2,Maghreb Emergent (French),Regional,At least 6 soldiers were killed in an ambush of their convoy as they were traveling on the road to Agadez. No group claimed responsibility.,6,1524053880,NER
1425545,562,NIR521,521,22-Feb-17,2017,1,Battle-No change of territory,Islamic State (Greater Sahara),,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Tillabery,Ouallam,Tondikiwindi,Mangaize,14.6806,1.9508,2,Nord Sud Journal; Le Figaro.fr; Niger Inter; AFP -- English; Xinhua News Agency - French; Mauritanian Sahara Media news website,Regional,"At least 16 soldiers were killed, including one officer, as many as 19 wounded, seven vehicles stolen, and four more burned by suspected Islamist fighters in an attack near Tilwa in the Ouallam area, near Mangaize. Other reports said at least 15 soldiers had been killed. An IS linked group led by Abou El Walid El Sahraou is believed to have carried out the attack.",16,1524053881,NER
1425751,562,NIR520,520,21-Feb-17,2017,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,3,Nord Sud Journal,Regional,3 soldiers were killed in the Diffa area in an attack by suspected Boko Haram fighters.,3,1524053881,NER
1429238,562,NIR519,519,4-Feb-17,2017,1,Riots/Protests,Protesters (Niger),,6,,,0,60,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,AFP,International,"Thousands of people protested in Niamey against the government for alleged ""mismanagement"", high costs of living and allowing the presence of western military bases in their country.",0,1524053884,NER
1431535,562,NIR518,518,24-Jan-17,2017,1,Strategic development,MSF: Multinational Security Force,,8,,,0,80,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,3,Maghreb Emergent (French),Regional,"Non-violent activity: The Nigerien, Malian and Burkinabe governments have created a Multinational Security Force (MSF) under the auspices of the Integrated Development Authority of the Liptako-Gourma Region (LGA) to more effectively fight against militancy along their shared borders.",0,1524053886,NER
1432002,562,NIR516,516,21-Jan-17,2017,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,Diffa,Diffa,Gueskerou,13.4799,12.8428,1,AFP -- English,International,2 Nigerien soldiers were killed and 7 others wounded in an attack by a large number of Boko Haram fighters on a military base in Geskerou in the Diffa region. 3 army vehicles were also torched.,2,1524053886,NER
1432003,562,NIR517,517,21-Jan-17,2017,1,Remote violence,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,Diffa,Diffa,Gueskerou,13.4799,12.8428,2,AFP -- English,International,Many Boko Haram fighters were killed (coded as 10) by Nigerien air strikes as they attempted to retreat through the marshes near Lake Chad after they attacked a military base at Geskerou in the Diffa region.,10,1524053886,NER
1434850,562,NIR515,515,8-Jan-17,2017,1,Riots/Protests,Protesters (Niger),PNDS: Nigerien Party for Democracy and Socialism,6,,,0,60,Western Africa,Niger,Niamey,Niamey,Lamorde,Niamey,13.52,2.12,1,Xinhua News Agency - French; AFP,International,"As many as 20,000 people took part in a march in Niamey in support of the current government and President Mahamadou Issoufou. The event was organized by the ruling MNR coalition and was led by the president of the PNDS (the main ruling party).",0,1524053889,NER
1435633,562,NIR514,514,4-Jan-17,2017,1,Strategic development,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,1,Vanguard (Lagos),Regional,Agreement: 20 more members of Boko Haram have surrendered in Diffa.,0,1524053890,NER
1436396,562,NIR513,513,31-Dec-16,2016,1,Battle-No change of territory,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Niger (2011-),,1,12,Western Africa,Niger,Diffa,Diffa,Diffa,Diffa,13.32,12.61,3,Xinhua News Agency - French; AFP; Vanguard (Lagos),Regional-international,At least 3 soldiers and 5 Boko Haram militants were killed in an attack on army positions in the Marouwa area of Diffa region. 7 more soldiers were wounded in the attack. Other reports said as many as 15 Boko Haram militants were killed and one captured.,8,1524053890,NER
